type,name,industry,program,role,gender,commitment,completed
judge,36052-user@example.com,Energy / Clean Tech,Israel,Other,male,10,10
judge,36055-user@example.com,General,Boston,Other,male,30,29
judge,36057-user@example.com,High Tech,Boston,Executive,female,10,10
judge,36105-user@example.com,High Tech,Israel,Executive,male,10,10
judge,36120-user@example.com,Healthcare / Life Sciences,Switzerland,Other,female,10,10
judge,36144-user@example.com,High Tech,Israel,Executive,male,20,20
judge,36156-user@example.com,High Tech,Israel,Lawyer,female,10,10
judge,36173-user@example.com,General,UK,Executive,male,10,9
judge,36178-user@example.com,High Tech,Israel,Investor,female,10,9
judge,36189-user@example.com,High Tech,UK,Lawyer,male,30,30
judge,36202-user@example.com,General,Israel,Investor,male,20,20
judge,36230-user@example.com,Social Impact,Israel,Other,female,10,7
judge,36273-user@example.com,Healthcare / Life Sciences,Israel,Executive,male,20,9
judge,36274-user@example.com,General,Boston,Other,male,20,19
judge,36428-user@example.com,High Tech,Boston,Executive,male,40,39
judge,36482-user@example.com,General,Israel,Other,male,10,9
judge,36514-user@example.com,Healthcare / Life Sciences,Israel,Executive,male,0,9
judge,36550-user@example.com,General,Israel,Executive,male,10,10
judge,36586-user@example.com,Healthcare / Life Sciences,Boston,Executive,female,20,20
judge,36593-user@example.com,General,Boston,Executive,male,40,40
judge,36598-user@example.com,Social Impact,Israel,Executive,female,20,20
judge,36599-user@example.com,Healthcare / Life Sciences,Israel,Executive,female,10,10
judge,36631-user@example.com,Energy / Clean Tech,Boston,Executive,male,10,10
judge,36632-user@example.com,General,Boston,Executive,male,20,20
judge,36660-user@example.com,General,Boston,Executive,female,10,10
judge,36669-user@example.com,High Tech,Boston,Executive,male,20,18
judge,36670-user@example.com,Healthcare / Life Sciences,Boston,Executive,female,20,20
judge,36683-user@example.com,General,Boston,Investor,male,80,1
judge,36703-user@example.com,High Tech,Boston,Executive,female,20,20
judge,36709-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,20,15
judge,36733-user@example.com,General,Israel,Executive,male,20,20
judge,36740-user@example.com,General,Boston,Investor,male,30,25
judge,36759-user@example.com,High Tech,Boston,Executive,female,20,20
judge,36761-user@example.com,High Tech,UK,Executive,male,10,10
judge,36762-user@example.com,General,Boston,Executive,male,10,3
judge,36794-user@example.com,High Tech,Israel,Executive,male,10,2
judge,36805-user@example.com,High Tech,Boston,Executive,female,20,20
judge,36809-user@example.com,High Tech,Boston,Executive,female,10,10
judge,36841-user@example.com,High Tech,Boston,Investor,male,10,10
judge,36874-user@example.com,General,Boston,Executive,male,30,30
judge,36921-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,20,19
judge,36939-user@example.com,High Tech,Boston,Executive,male,50,50
judge,36943-user@example.com,High Tech,Boston,Executive,male,20,20
judge,37007-user@example.com,High Tech,Boston,Executive,male,10,10
judge,37101-user@example.com,General,Boston,Investor,male,20,5
judge,37126-user@example.com,High Tech,Boston,Executive,male,30,30
judge,37149-user@example.com,General,Israel,Executive,male,20,19
judge,37161-user@example.com,General,Boston,Executive,female,10,10
judge,37171-user@example.com,Social Impact,Boston,Executive,male,20,17
judge,37175-user@example.com,High Tech,Israel,Other,male,20,19
judge,37189-user@example.com,General,Boston,Executive,female,10,10
judge,37201-user@example.com,General,Boston,Executive,male,10,10
judge,37211-user@example.com,High Tech,Boston,Executive,male,10,10
judge,37214-user@example.com,High Tech,Boston,Executive,male,40,40
judge,37215-user@example.com,General,Boston,Executive,male,20,20
judge,37220-user@example.com,Energy / Clean Tech,Israel,Other,male,10,10
judge,37228-user@example.com,High Tech,Boston,Executive,male,10,10
judge,37234-user@example.com,General,Boston,Investor,female,20,20
judge,37241-user@example.com,General,Boston,Investor,female,10,10
judge,37248-user@example.com,General,Boston,Executive,male,20,20
judge,37311-user@example.com,General,Boston,Investor,male,30,30
judge,37322-user@example.com,High Tech,Boston,Executive,male,30,26
judge,37325-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,20,20
judge,37330-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,10,9
judge,37353-user@example.com,Healthcare / Life Sciences,Boston,Executive,female,20,20
judge,37354-user@example.com,High Tech,Boston,Executive,male,10,10
judge,37369-user@example.com,General,Boston,Executive,male,50,12
judge,37376-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,10,10
judge,37385-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,10,10
judge,37387-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,20,20
judge,37390-user@example.com,General,Boston,Executive,female,20,19
judge,37475-user@example.com,High Tech,Boston,Executive,male,20,19
judge,37479-user@example.com,General,Boston,Executive,male,20,20
judge,37542-user@example.com,General,Israel,Executive,female,50,50
judge,37615-user@example.com,High Tech,UK,Other,male,20,20
judge,37666-user@example.com,Energy / Clean Tech,Boston,Executive,male,30,30
judge,37670-user@example.com,General,Boston,Executive,male,10,10
judge,37687-user@example.com,Social Impact,Boston,Other,female,10,10
judge,37717-user@example.com,High Tech,Boston,Investor,female,40,9
judge,37742-user@example.com,Healthcare / Life Sciences,Boston,Executive,female,20,20
judge,37744-user@example.com,General,Boston,Other,female,10,10
judge,37765-user@example.com,High Tech,Boston,Other,female,10,10
judge,37798-user@example.com,High Tech,Switzerland,Executive,male,10,10
judge,37818-user@example.com,Healthcare / Life Sciences,Boston,Investor,female,40,40
judge,37826-user@example.com,High Tech,Boston,Other,male,30,30
judge,37827-user@example.com,High Tech,Boston,Other,male,20,20
judge,37832-user@example.com,High Tech,Boston,Executive,male,10,10
judge,37841-user@example.com,High Tech,Boston,Executive,female,20,10
judge,37842-user@example.com,High Tech,Boston,Executive,male,10,10
judge,37848-user@example.com,Social Impact,Boston,Other,female,10,10
judge,37859-user@example.com,High Tech,Israel,Executive,male,10,10
judge,37866-user@example.com,Social Impact,Boston,Executive,female,20,20
judge,37938-user@example.com,General,Boston,Investor,male,10,10
judge,38188-user@example.com,High Tech,Israel,Executive,male,10,10
judge,38354-user@example.com,General,Boston,Other,male,30,30
judge,38416-user@example.com,High Tech,Boston,Executive,male,30,30
judge,38488-user@example.com,Healthcare / Life Sciences,Israel,Other,male,20,19
judge,38544-user@example.com,High Tech,Israel,Executive,male,10,10
judge,38549-user@example.com,High Tech,Israel,Other,female,30,30
judge,38551-user@example.com,High Tech,Boston,Investor,female,10,3
judge,38552-user@example.com,Healthcare / Life Sciences,Israel,Executive,male,30,30
judge,38664-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,20,20
judge,38717-user@example.com,High Tech,Israel,Lawyer,male,10,10
judge,38748-user@example.com,High Tech,Israel,Executive,male,10,10
judge,38954-user@example.com,High Tech,Boston,Other,female,20,20
judge,39007-user@example.com,General,Boston,Investor,female,30,30
judge,39014-user@example.com,High Tech,Israel,Other,male,20,20
judge,39025-user@example.com,High Tech,Boston,Executive,male,30,30
judge,39080-user@example.com,General,Boston,Executive,female,20,14
judge,39168-user@example.com,General,Boston,Investor,male,80,1
judge,39314-user@example.com,Healthcare / Life Sciences,Switzerland,Executive,male,80,5
judge,39320-user@example.com,General,Switzerland,Other,male,10,0
judge,39370-user@example.com,General,Switzerland,Executive,male,10,10
judge,39406-user@example.com,High Tech,Israel,Executive,male,10,10
judge,39735-user@example.com,Healthcare / Life Sciences,Israel,Executive,female,10,10
judge,39741-user@example.com,High Tech,Israel,Other,male,20,10
judge,39838-user@example.com,General,Israel,Investor,male,10,10
judge,39910-user@example.com,Social Impact,Israel,Other,female,40,39
judge,40079-user@example.com,General,Switzerland,Other,male,20,20
judge,40250-user@example.com,High Tech,Israel,Lawyer,male,20,20
judge,40267-user@example.com,General,Israel,Executive,male,20,20
judge,40301-user@example.com,High Tech,Israel,Other,male,10,20
judge,40448-user@example.com,High Tech,Israel,Executive,male,10,7
judge,40707-user@example.com,General,Israel,Executive,female,10,10
judge,40747-user@example.com,General,Boston,Executive,male,20,20
judge,40866-user@example.com,High Tech,Israel,Lawyer,male,10,9
judge,40944-user@example.com,General,Boston,Executive,male,10,10
judge,40975-user@example.com,General,Boston,Executive,male,20,19
judge,41022-user@example.com,High Tech,Israel,Investor,male,20,19
judge,41034-user@example.com,General,Boston,Other,female,20,20
judge,41036-user@example.com,High Tech,Israel,Other,male,10,4
judge,41088-user@example.com,High Tech,Boston,Executive,male,20,6
judge,41125-user@example.com,General,Boston,Executive,male,20,20
judge,41288-user@example.com,General,Israel,Executive,male,10,10
judge,41769-user@example.com,High Tech,Israel,Lawyer,female,10,10
judge,41830-user@example.com,High Tech,Israel,Lawyer,male,10,10
judge,41863-user@example.com,Healthcare / Life Sciences,Boston,Executive,prefer not to state,10,10
judge,43582-user@example.com,Healthcare / Life Sciences,Boston,Executive,male,10,9
judge,43593-user@example.com,General,Boston,Other,male,10,10
judge,43692-user@example.com,General,Boston,Other,female,10,10
judge,43695-user@example.com,General,Boston,Other,male,10,10
judge,43697-user@example.com,High Tech,Boston,Other,female,10,6
judge,43698-user@example.com,High Tech,Boston,Executive,male,10,10
judge,43704-user@example.com,General,Boston,Other,male,10,10
judge,43708-user@example.com,General,Boston,Other,female,10,0
judge,43712-user@example.com,General,Boston,Executive,female,10,10
application,Organization 11800,High Tech,Boston,,,,
application,Organization 523,Healthcare / Life Sciences,Boston,,,,
application,Organization 4231,High Tech,Boston,,,,
application,Organization 14502,High Tech,Boston,,,,
application,Organization 9573,High Tech,Boston,,,,
application,Organization 869,Energy / Clean Tech,Boston,,,,
application,Organization 4801,High Tech,Boston,,,,
application,Organization 1864,General,Boston,,,,
application,Organization 10442,General,Boston,,,,
application,Organization 1136,Social Impact,Boston,,,,
application,Organization 14761,General,Boston,,,,
application,Organization 632,High Tech,Switzerland,,,,
application,Organization 8878,Healthcare / Life Sciences,Boston,,,,
application,Organization 11209,High Tech,Boston,,,,
application,Organization 14222,Healthcare / Life Sciences,Boston,,,,
application,Organization 16024,General,Israel,,,,
application,Organization 10984,Healthcare / Life Sciences,Boston,,,,
application,Organization 9110,General,Boston,,,,
application,Organization 3178,General,Boston,,,,
application,Organization 16398,General,Boston,,,,
application,Organization 11182,High Tech,Boston,,,,
application,Organization 14318,Social Impact,Boston,,,,
application,Organization 7484,General,Boston,,,,
application,Organization 5411,Healthcare / Life Sciences,Boston,,,,
application,Organization 9392,High Tech,Israel,,,,
application,Organization 7178,General,Boston,,,,
application,Organization 5290,High Tech,Boston,,,,
application,Organization 10230,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 8605,General,Israel,,,,
application,Organization 6868,General,Boston,,,,
application,Organization 11708,High Tech,Israel,,,,
application,Organization 16365,High Tech,Boston,,,,
application,Organization 6659,Social Impact,Boston,,,,
application,Organization 13945,General,Boston,,,,
application,Organization 3456,High Tech,Israel,,,,
application,Organization 14653,High Tech,Boston,,,,
application,Organization 6075,High Tech,Switzerland,,,,
application,Organization 15516,Healthcare / Life Sciences,Boston,,,,
application,Organization 7281,High Tech,Boston,,,,
application,Organization 10661,High Tech,Boston,,,,
application,Organization 5151,High Tech,Boston,,,,
application,Organization 9006,General,Boston,,,,
application,Organization 2496,General,Boston,,,,
application,Organization 8851,Healthcare / Life Sciences,Boston,,,,
application,Organization 4538,High Tech,Boston,,,,
application,Organization 10053,High Tech,Israel,,,,
application,Organization 9115,General,Boston,,,,
application,Organization 14913,High Tech,Israel,,,,
application,Organization 1659,General,Boston,,,,
application,Organization 14091,High Tech,Switzerland,,,,
application,Organization 15428,Energy / Clean Tech,Boston,,,,
application,Organization 383,General,Boston,,,,
application,Organization 10192,High Tech,Boston,,,,
application,Organization 13135,High Tech,Boston,,,,
application,Organization 2763,General,Israel,,,,
application,Organization 7923,Healthcare / Life Sciences,Boston,,,,
application,Organization 9445,Social Impact,Switzerland,,,,
application,Organization 8303,High Tech,Boston,,,,
application,Organization 10632,High Tech,Boston,,,,
application,Organization 2395,Social Impact,Israel,,,,
application,Organization 16254,High Tech,Boston,,,,
application,Organization 871,Energy / Clean Tech,Boston,,,,
application,Organization 784,Social Impact,Boston,,,,
application,Organization 16499,High Tech,Israel,,,,
application,Organization 15306,General,Israel,,,,
application,Organization 10622,Social Impact,Israel,,,,
application,Organization 3209,General,Boston,,,,
application,Organization 15844,Energy / Clean Tech,Switzerland,,,,
application,Organization 9851,Healthcare / Life Sciences,Boston,,,,
application,Organization 1153,Energy / Clean Tech,Switzerland,,,,
application,Organization 16517,High Tech,Boston,,,,
application,Organization 15537,High Tech,Israel,,,,
application,Organization 3119,Energy / Clean Tech,Switzerland,,,,
application,Organization 15803,General,Boston,,,,
application,Organization 11427,High Tech,Boston,,,,
application,Organization 5307,High Tech,Boston,,,,
application,Organization 16523,High Tech,Boston,,,,
application,Organization 10361,Healthcare / Life Sciences,Boston,,,,
application,Organization 14032,Social Impact,Israel,,,,
application,Organization 3795,Social Impact,Switzerland,,,,
application,Organization 3904,Healthcare / Life Sciences,Boston,,,,
application,Organization 8233,General,Boston,,,,
application,Organization 7658,Healthcare / Life Sciences,Boston,,,,
application,Organization 5220,High Tech,Israel,,,,
application,Organization 2773,High Tech,Boston,,,,
application,Organization 14388,High Tech,Switzerland,,,,
application,Organization 2932,High Tech,Israel,,,,
application,Organization 15271,General,Boston,,,,
application,Organization 539,Healthcare / Life Sciences,Boston,,,,
application,Organization 1663,Healthcare / Life Sciences,Boston,,,,
application,Organization 15223,General,Boston,,,,
application,Organization 10996,High Tech,Boston,,,,
application,Organization 4261,High Tech,Israel,,,,
application,Organization 6031,High Tech,Boston,,,,
application,Organization 12113,General,Boston,,,,
application,Organization 16380,High Tech,Boston,,,,
application,Organization 6663,Social Impact,Switzerland,,,,
application,Organization 5943,General,Boston,,,,
application,Organization 10347,High Tech,Boston,,,,
application,Organization 14551,High Tech,Boston,,,,
application,Organization 3132,High Tech,Boston,,,,
application,Organization 12603,General,Boston,,,,
application,Organization 5032,General,Boston,,,,
application,Organization 5177,Social Impact,Boston,,,,
application,Organization 4217,Healthcare / Life Sciences,Boston,,,,
application,Organization 12049,Healthcare / Life Sciences,Boston,,,,
application,Organization 3423,High Tech,Boston,,,,
application,Organization 12463,High Tech,Switzerland,,,,
application,Organization 9892,Energy / Clean Tech,Switzerland,,,,
application,Organization 10789,High Tech,Israel,,,,
application,Organization 8862,High Tech,Boston,,,,
application,Organization 5573,High Tech,Boston,,,,
application,Organization 5775,General,Boston,,,,
application,Organization 4213,Social Impact,Boston,,,,
application,Organization 1069,Healthcare / Life Sciences,Boston,,,,
application,Organization 11822,Healthcare / Life Sciences,Boston,,,,
application,Organization 16120,High Tech,Boston,,,,
application,Organization 14016,High Tech,Boston,,,,
application,Organization 13814,Healthcare / Life Sciences,Boston,,,,
application,Organization 4270,Social Impact,Boston,,,,
application,Organization 13782,General,Israel,,,,
application,Organization 12619,General,Switzerland,,,,
application,Organization 13231,High Tech,Boston,,,,
application,Organization 10787,High Tech,Boston,,,,
application,Organization 13457,Social Impact,Boston,,,,
application,Organization 9756,High Tech,Boston,,,,
application,Organization 10648,High Tech,Switzerland,,,,
application,Organization 13596,High Tech,Switzerland,,,,
application,Organization 12639,Social Impact,Boston,,,,
application,Organization 11412,Healthcare / Life Sciences,Boston,,,,
application,Organization 5394,General,Boston,,,,
application,Organization 70,High Tech,Switzerland,,,,
application,Organization 9842,High Tech,Boston,,,,
application,Organization 332,General,Boston,,,,
application,Organization 4306,Social Impact,Boston,,,,
application,Organization 11890,Energy / Clean Tech,Boston,,,,
application,Organization 2863,High Tech,Boston,,,,
application,Organization 452,General,Israel,,,,
application,Organization 10917,High Tech,Israel,,,,
application,Organization 4218,Healthcare / Life Sciences,Israel,,,,
application,Organization 15947,Healthcare / Life Sciences,Boston,,,,
application,Organization 2136,General,Switzerland,,,,
application,Organization 951,Social Impact,Boston,,,,
application,Organization 14917,General,Boston,,,,
application,Organization 1057,Social Impact,Boston,,,,
application,Organization 14312,General,Boston,,,,
application,Organization 15418,High Tech,Boston,,,,
application,Organization 4615,High Tech,Boston,,,,
application,Organization 11658,Healthcare / Life Sciences,Boston,,,,
application,Organization 10283,High Tech,Boston,,,,
application,Organization 8147,General,Boston,,,,
application,Organization 13840,General,Boston,,,,
application,Organization 8522,General,Israel,,,,
application,Organization 10092,Social Impact,Israel,,,,
application,Organization 6080,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 7832,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 9482,General,Boston,,,,
application,Organization 3547,General,Boston,,,,
application,Organization 5598,High Tech,Israel,,,,
application,Organization 1096,High Tech,Israel,,,,
application,Organization 8818,Healthcare / Life Sciences,Boston,,,,
application,Organization 6205,Healthcare / Life Sciences,Boston,,,,
application,Organization 13874,Healthcare / Life Sciences,Israel,,,,
application,Organization 9894,High Tech,Boston,,,,
application,Organization 1593,High Tech,Switzerland,,,,
application,Organization 6574,Social Impact,Boston,,,,
application,Organization 6589,Energy / Clean Tech,Boston,,,,
application,Organization 2490,High Tech,Boston,,,,
application,Organization 9015,General,Boston,,,,
application,Organization 6922,High Tech,Israel,,,,
application,Organization 7689,High Tech,Switzerland,,,,
application,Organization 9823,Social Impact,Boston,,,,
application,Organization 13859,High Tech,Israel,,,,
application,Organization 7450,High Tech,Israel,,,,
application,Organization 6289,Social Impact,Boston,,,,
application,Organization 12780,General,Boston,,,,
application,Organization 11064,Healthcare / Life Sciences,Boston,,,,
application,Organization 50,High Tech,Boston,,,,
application,Organization 12540,Healthcare / Life Sciences,Israel,,,,
application,Organization 5792,High Tech,Boston,,,,
application,Organization 14802,Healthcare / Life Sciences,Boston,,,,
application,Organization 1650,High Tech,Boston,,,,
application,Organization 8670,Healthcare / Life Sciences,Boston,,,,
application,Organization 11260,Social Impact,Boston,,,,
application,Organization 7815,High Tech,Boston,,,,
application,Organization 649,Social Impact,Boston,,,,
application,Organization 5589,General,Boston,,,,
application,Organization 1287,High Tech,Boston,,,,
application,Organization 3486,Healthcare / Life Sciences,Israel,,,,
application,Organization 14591,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 12931,Energy / Clean Tech,Switzerland,,,,
application,Organization 11719,Social Impact,Switzerland,,,,
application,Organization 1271,General,Boston,,,,
application,Organization 11754,High Tech,Boston,,,,
application,Organization 6560,High Tech,Boston,,,,
application,Organization 11774,High Tech,Boston,,,,
application,Organization 2975,High Tech,Israel,,,,
application,Organization 299,High Tech,Boston,,,,
application,Organization 13364,General,Switzerland,,,,
application,Organization 8492,General,Boston,,,,
application,Organization 7579,General,Boston,,,,
application,Organization 7181,General,Boston,,,,
application,Organization 8739,Healthcare / Life Sciences,Boston,,,,
application,Organization 589,Energy / Clean Tech,Boston,,,,
application,Organization 15766,Healthcare / Life Sciences,Boston,,,,
application,Organization 13032,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 946,Energy / Clean Tech,Boston,,,,
application,Organization 6288,Social Impact,Switzerland,,,,
application,Organization 2243,Healthcare / Life Sciences,Boston,,,,
application,Organization 9418,High Tech,Boston,,,,
application,Organization 5751,General,Switzerland,,,,
application,Organization 4815,High Tech,Switzerland,,,,
application,Organization 13931,High Tech,Boston,,,,
application,Organization 3165,Social Impact,Boston,,,,
application,Organization 5076,Healthcare / Life Sciences,Boston,,,,
application,Organization 16053,General,Boston,,,,
application,Organization 11330,Energy / Clean Tech,Boston,,,,
application,Organization 12954,High Tech,Boston,,,,
application,Organization 9093,General,Switzerland,,,,
application,Organization 821,Social Impact,Israel,,,,
application,Organization 6216,High Tech,Switzerland,,,,
application,Organization 7553,Social Impact,Switzerland,,,,
application,Organization 1870,General,Boston,,,,
application,Organization 13709,Social Impact,Boston,,,,
application,Organization 13089,General,Switzerland,,,,
application,Organization 9488,Social Impact,Boston,,,,
application,Organization 3268,Social Impact,Boston,,,,
application,Organization 13295,High Tech,Israel,,,,
application,Organization 2290,Healthcare / Life Sciences,Boston,,,,
application,Organization 5413,High Tech,Israel,,,,
application,Organization 2018,High Tech,Switzerland,,,,
application,Organization 269,Healthcare / Life Sciences,Boston,,,,
application,Organization 11788,General,Israel,,,,
application,Organization 10473,General,Boston,,,,
application,Organization 7497,Social Impact,Boston,,,,
application,Organization 1342,High Tech,Boston,,,,
application,Organization 7957,High Tech,Israel,,,,
application,Organization 2529,High Tech,Switzerland,,,,
application,Organization 8141,General,Boston,,,,
application,Organization 2202,Social Impact,Switzerland,,,,
application,Organization 13898,General,Switzerland,,,,
application,Organization 4912,High Tech,Israel,,,,
application,Organization 7030,High Tech,Boston,,,,
application,Organization 7426,General,Switzerland,,,,
application,Organization 12642,Social Impact,Israel,,,,
application,Organization 7112,High Tech,Israel,,,,
application,Organization 9725,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 941,High Tech,Switzerland,,,,
application,Organization 4409,Social Impact,Boston,,,,
application,Organization 14137,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 15588,High Tech,Boston,,,,
application,Organization 16199,High Tech,Boston,,,,
application,Organization 15662,Healthcare / Life Sciences,Boston,,,,
application,Organization 2801,General,Boston,,,,
application,Organization 4255,Social Impact,Boston,,,,
application,Organization 3099,High Tech,Boston,,,,
application,Organization 3438,High Tech,Boston,,,,
application,Organization 10620,Social Impact,Israel,,,,
application,Organization 3626,High Tech,Boston,,,,
application,Organization 11403,Healthcare / Life Sciences,Israel,,,,
application,Organization 12327,Healthcare / Life Sciences,Boston,,,,
application,Organization 8808,High Tech,Israel,,,,
application,Organization 7185,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 1394,General,Boston,,,,
application,Organization 7813,Social Impact,Boston,,,,
application,Organization 11094,Energy / Clean Tech,Boston,,,,
application,Organization 611,Healthcare / Life Sciences,Boston,,,,
application,Organization 14053,General,Boston,,,,
application,Organization 4688,High Tech,Boston,,,,
application,Organization 13537,General,Boston,,,,
application,Organization 15226,High Tech,Boston,,,,
application,Organization 14135,High Tech,Boston,,,,
application,Organization 5472,Healthcare / Life Sciences,Boston,,,,
application,Organization 2159,High Tech,Boston,,,,
application,Organization 16167,High Tech,Switzerland,,,,
application,Organization 6056,General,Boston,,,,
application,Organization 761,General,Boston,,,,
application,Organization 14372,Energy / Clean Tech,Switzerland,,,,
application,Organization 9163,General,Boston,,,,
application,Organization 12310,High Tech,Switzerland,,,,
application,Organization 335,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 5640,High Tech,Switzerland,,,,
application,Organization 9497,General,Boston,,,,
application,Organization 7965,High Tech,Switzerland,,,,
application,Organization 4161,Social Impact,Switzerland,,,,
application,Organization 3516,General,Switzerland,,,,
application,Organization 9217,High Tech,Boston,,,,
application,Organization 8082,Social Impact,Boston,,,,
application,Organization 12890,High Tech,Switzerland,,,,
application,Organization 15669,Healthcare / Life Sciences,Boston,,,,
application,Organization 1030,Social Impact,Israel,,,,
application,Organization 5986,General,Switzerland,,,,
application,Organization 2108,High Tech,Israel,,,,
application,Organization 4915,High Tech,Switzerland,,,,
application,Organization 9034,High Tech,Switzerland,,,,
application,Organization 12575,General,Israel,,,,
application,Organization 7239,High Tech,Switzerland,,,,
application,Organization 1467,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 9442,High Tech,Israel,,,,
application,Organization 15756,General,Boston,,,,
application,Organization 14786,High Tech,Boston,,,,
application,Organization 15600,High Tech,Boston,,,,
application,Organization 14857,High Tech,Israel,,,,
application,Organization 14879,General,Boston,,,,
application,Organization 16442,General,Israel,,,,
application,Organization 9457,High Tech,Israel,,,,
application,Organization 10610,Energy / Clean Tech,Boston,,,,
application,Organization 10711,General,Boston,,,,
application,Organization 1976,High Tech,Switzerland,,,,
application,Organization 952,High Tech,Boston,,,,
application,Organization 6073,High Tech,Boston,,,,
application,Organization 937,High Tech,Israel,,,,
application,Organization 11042,High Tech,Boston,,,,
application,Organization 6864,Healthcare / Life Sciences,Boston,,,,
application,Organization 15678,Healthcare / Life Sciences,Boston,,,,
application,Organization 7359,Social Impact,Switzerland,,,,
application,Organization 12691,High Tech,Boston,,,,
application,Organization 12752,High Tech,Israel,,,,
application,Organization 11305,Energy / Clean Tech,Boston,,,,
application,Organization 12350,High Tech,Boston,,,,
application,Organization 2228,General,Boston,,,,
application,Organization 1746,Healthcare / Life Sciences,Boston,,,,
application,Organization 4863,High Tech,Boston,,,,
application,Organization 14209,General,Switzerland,,,,
application,Organization 3753,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 10188,High Tech,Israel,,,,
application,Organization 9713,High Tech,Israel,,,,
application,Organization 2931,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 2977,High Tech,Israel,,,,
application,Organization 11381,General,Switzerland,,,,
application,Organization 14144,Social Impact,Boston,,,,
application,Organization 3104,High Tech,Boston,,,,
application,Organization 2589,High Tech,Boston,,,,
application,Organization 15934,General,Israel,,,,
application,Organization 3979,General,Boston,,,,
application,Organization 13505,General,Boston,,,,
application,Organization 5539,General,Boston,,,,
application,Organization 7479,Social Impact,Israel,,,,
application,Organization 2695,Healthcare / Life Sciences,Boston,,,,
application,Organization 10644,High Tech,Boston,,,,
application,Organization 11257,Social Impact,Boston,,,,
application,Organization 15873,General,Boston,,,,
application,Organization 15144,High Tech,Switzerland,,,,
application,Organization 10418,Healthcare / Life Sciences,Boston,,,,
application,Organization 10508,General,Israel,,,,
application,Organization 12224,High Tech,Israel,,,,
application,Organization 5729,Social Impact,Switzerland,,,,
application,Organization 8975,High Tech,Switzerland,,,,
application,Organization 14500,Social Impact,Boston,,,,
application,Organization 5773,General,Israel,,,,
application,Organization 15768,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 5559,High Tech,Boston,,,,
application,Organization 11503,General,Boston,,,,
application,Organization 15890,Social Impact,Switzerland,,,,
application,Organization 11282,General,Switzerland,,,,
application,Organization 16593,High Tech,Boston,,,,
application,Organization 15811,General,Boston,,,,
application,Organization 4043,High Tech,Switzerland,,,,
application,Organization 7020,High Tech,Boston,,,,
application,Organization 4051,General,Boston,,,,
application,Organization 12804,High Tech,Boston,,,,
application,Organization 1345,High Tech,Switzerland,,,,
application,Organization 4906,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 3841,Social Impact,Boston,,,,
application,Organization 14349,Social Impact,Boston,,,,
application,Organization 7163,Healthcare / Life Sciences,Boston,,,,
application,Organization 194,High Tech,Boston,,,,
application,Organization 6305,Healthcare / Life Sciences,Boston,,,,
application,Organization 6807,Energy / Clean Tech,Switzerland,,,,
application,Organization 11406,High Tech,Boston,,,,
application,Organization 15219,Social Impact,Boston,,,,
application,Organization 1945,General,Boston,,,,
application,Organization 6982,Healthcare / Life Sciences,Boston,,,,
application,Organization 5777,High Tech,Boston,,,,
application,Organization 12816,High Tech,Boston,,,,
application,Organization 13893,High Tech,Switzerland,,,,
application,Organization 6924,High Tech,Boston,,,,
application,Organization 16253,General,Boston,,,,
application,Organization 12102,Social Impact,Boston,,,,
application,Organization 6301,Social Impact,Boston,,,,
application,Organization 14569,General,Boston,,,,
application,Organization 9996,Social Impact,Boston,,,,
application,Organization 8616,High Tech,Israel,,,,
application,Organization 1851,General,Switzerland,,,,
application,Organization 8457,High Tech,Israel,,,,
application,Organization 6669,Healthcare / Life Sciences,Israel,,,,
application,Organization 9594,General,Switzerland,,,,
application,Organization 14398,High Tech,Boston,,,,
application,Organization 15849,Social Impact,Switzerland,,,,
application,Organization 3710,High Tech,Boston,,,,
application,Organization 12712,High Tech,Boston,,,,
application,Organization 15866,General,Boston,,,,
application,Organization 2805,General,Boston,,,,
application,Organization 4722,Social Impact,Israel,,,,
application,Organization 16435,General,Switzerland,,,,
application,Organization 10721,General,Boston,,,,
application,Organization 9730,High Tech,Boston,,,,
application,Organization 9005,Energy / Clean Tech,Boston,,,,
application,Organization 15038,General,Israel,,,,
application,Organization 15867,Healthcare / Life Sciences,Boston,,,,
application,Organization 9199,High Tech,Switzerland,,,,
application,Organization 7692,Social Impact,Switzerland,,,,
